dataset,model,objective,seed,sequence_length,downsample,agg_feats,folds,epochs,batch_size,normalize,use_cat,device,density_prior,best_metric,lr,weight_decay,clip_grad_norm,run_tag,tune_cutoff_steps,tune_cutoff_values,tune_smooth_values,tune_alternating,score_after_train,eval_every,wandb_enabled,wandb_project,wandb_entity,wandb_group,wandb_name,wandb_mode,wandb_tags,wandb_log_artifacts,gaussian_sigma,tolerances,target_tolerances,runtime_sec,postprocess_objectives,prediction_dir,score_tolerances,score_suffix,row_type,stage,postprocess_objective,optimized_metric,metric,tolerance,score,params,source_path,run_id,run_dir,score_file,workers
seizure,gru,density_gau,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_gau'],experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,summary,default,density_gau,,mAP,,0.0002081749081256,{},experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_gau,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_gau'],experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,summary,tuned,density_gau,mAP,mAP,,0.0002727583174458,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 512}",experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_gau,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_gau'],experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,tolerance,tuned,density_gau,mAP,mAP,256.0,8.638455931497725e-05,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 512}",experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_gau,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_gau'],experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,tolerance,tuned,density_gau,mAP,mAP,512.0,0.0002059213917134,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 512}",experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_gau,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_gau'],experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,tolerance,tuned,density_gau,mAP,mAP,768.0,0.0005259690013092,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 512}",experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_gau/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_hard,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_hard'],experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,summary,default,density_hard,,mAP,,0.0002344880456771,{},experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_hard,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_hard'],experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,summary,tuned,density_hard,mAP,mAP,,0.0005433730764367,"{""alternating"": 1, ""cutoff"": 7.648306200280785e-06, ""smooth"": 256}",experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_hard,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_hard'],experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,tolerance,tuned,density_hard,mAP,mAP,256.0,0.0001030177914178,"{""alternating"": 1, ""cutoff"": 7.648306200280785e-06, ""smooth"": 256}",experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_hard,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_hard'],experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,tolerance,tuned,density_hard,mAP,mAP,512.0,0.0005047133870778,"{""alternating"": 1, ""cutoff"": 7.648306200280785e-06, ""smooth"": 256}",experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
seizure,gru,density_hard,0,921600,5,stat,4,20,8,True,True,cpu,,,,,,seizure_rescue_lr3e4_ds5_bs8_e20_eval5,11,,"['none', 256, 512]",True,,,False,event-detection-pdf,,,,,,False,,,,,['density_hard'],experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/predictions,"[256, 512, 768]",strict3,tolerance,tuned,density_hard,mAP,mAP,768.0,0.0010223880508145,"{""alternating"": 1, ""cutoff"": 7.648306200280785e-06, ""smooth"": 256}",experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5/results/scores_strict3.csv,seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,experiments/seizure/gru/density_hard/seed_0_seizure_rescue_lr3e4_ds5_bs8_e20_eval5,scores_strict3.csv,
